17:00:33.049970 IP 112.26.0.8.36626 > 112.26.0.1.targus-getdata1: Flags [S], seq 2988296203, win 29200, options [mss 1460,sackOK,TS val 4294812145 ecr 0,nop,wscale 7,mptcp capable csum {0x8701148e479d40e2}], length 0
17:00:33.063434 IP 112.26.0.8.36626 > 112.26.0.1.targus-getdata1: Flags [S], seq 2988296203, win 29200, options [mss 1460,sackOK,TS val 4294812145 ecr 0,nop,wscale 7,mptcp capable csum {0x8701148e479d40e2}], length 0
17:00:33.142659 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36626: Flags [S.], seq 2270931063, ack 2988296204, win 65535, options [mss 1460,sackOK,TS val 66611 ecr 4294812145,nop,wscale 6,mptcp capable csum {0xad3b304b2196ec90}], length 0
17:00:33.358675 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36626: Flags [S.], seq 2270931063, ack 2988296204, win 65535, options [mss 1460,sackOK,TS val 66611 ecr 4294812145,nop,wscale 6,mptcp capable csum {0xad3b304b2196ec90}], length 0
17:00:34.140183 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36626: Flags [S.], seq 2270931063, ack 2988296204, win 65535, options [mss 1460,sackOK,TS val 67648 ecr 4294812145,nop,wscale 6,mptcp capable csum {0xad3b304b2196ec90}], length 0
17:00:34.252137 IP 112.26.0.8.36626 > 112.26.0.1.targus-getdata1: Flags [.], ack 1, win 229, options [nop,nop,TS val 4294812496 ecr 66611,mptcp capable csum {0x8701148e479d40e2,0xad3b304b2196ec90},mptcp dss ack 116031157], length 0
17:00:34.256316 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36626: Flags [.], ack 1, win 1339, options [nop,nop,TS val 67800 ecr 4294812496,mptcp add-addr id 3 112.26.1.1,mptcp dss ack 2376860366], length 0
17:01:09.140925 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 1632788631, win 24558, options [nop,nop,TS val 102687 ecr 4294847051,nop,nop,sack 1 {1429:14281},mptcp dss ack 3983983791], length 0
17:01:09.163645 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 1, win 24558, options [nop,nop,TS val 102454 ecr 4294847051,nop,nop,sack 1 {1429:9997},mptcp dss ack 3983983791], length 0
17:01:09.173674 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 1, win 24558, options [nop,nop,TS val 102454 ecr 4294847051,nop,nop,sack 1 {1429:9997},mptcp dss ack 3983983791], length 0
17:01:09.192725 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 1, win 24558, options [nop,nop,TS val 102736 ecr 4294847051,nop,nop,sack 1 {1429:15709},mptcp dss ack 3983983791], length 0
17:01:09.219332 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 1, win 24558, options [nop,nop,TS val 102534 ecr 4294847051,nop,nop,sack 1 {1429:11425},mptcp dss ack 3983983791], length 0
17:01:09.223427 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 1, win 24558, options [nop,nop,TS val 102534 ecr 4294847051,nop,nop,sack 1 {1429:11425},mptcp dss ack 3983983791], length 0
17:01:28.980426 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 354145, win 24469, options [nop,nop,TS val 122268 ecr 4294866988,nop,nop,sack 1 {355573:357001},mptcp dss ack 3984773475], length 0
17:01:29.010349 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 354145, win 24469, options [nop,nop,TS val 122557 ecr 4294866988,nop,nop,sack 1 {355573:362713},mptcp dss ack 3984773475], length 0
17:01:29.034667 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 354145, win 24469, options [nop,nop,TS val 122340 ecr 4294866988,nop,nop,sack 1 {355573:358429},mptcp dss ack 3984773475], length 0
17:01:29.036330 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 354145, win 24469, options [nop,nop,TS val 122340 ecr 4294866988,nop,nop,sack 1 {355573:358429},mptcp dss ack 3984773475], length 0
17:01:29.096547 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 354145, win 24469, options [nop,nop,TS val 122634 ecr 4294866988,nop,nop,sack 1 {355573:364141},mptcp dss ack 3984773475], length 0
17:01:29.099639 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 354145, win 24469, options [nop,nop,TS val 122418 ecr 4294866988,nop,nop,sack 1 {355573:359857},mptcp dss ack 3984773475], length 0
17:01:29.101366 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 354145, win 24469, options [nop,nop,TS val 122418 ecr 4294866988,nop,nop,sack 1 {355573:359857},mptcp dss ack 3984773475], length 0
17:01:29.166866 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 354145, win 24469, options [nop,nop,TS val 122489 ecr 4294866988,nop,nop,sack 1 {355573:361285},mptcp dss ack 3984773475], length 0
17:01:29.171126 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 354145, win 24469, options [nop,nop,TS val 122489 ecr 4294866988,nop,nop,sack 1 {355573:361285},mptcp dss ack 3984773475], length 0
17:01:29.238001 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 354145, win 24469, options [nop,nop,TS val 122557 ecr 4294866988,nop,nop,sack 1 {355573:362713},mptcp dss ack 3984773475], length 0
17:01:29.239266 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 354145, win 24469, options [nop,nop,TS val 122557 ecr 4294866988,nop,nop,sack 1 {355573:362713},mptcp dss ack 3984773475], length 0
17:01:29.242374 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 354145, win 24469, options [nop,nop,TS val 122634 ecr 4294866988,nop,nop,sack 1 {355573:364141},mptcp dss ack 3984773475], length 0
17:01:29.338788 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 354145, win 24469, options [nop,nop,TS val 122885 ecr 4294866988,nop,nop,sack 1 {355573:365569},mptcp dss ack 3984773475], length 0
17:01:29.389561 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 354145, win 24469, options [nop,nop,TS val 122936 ecr 4294866988,nop,nop,sack 1 {355573:366997},mptcp dss ack 3984773475], length 0
17:01:29.499203 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 354145, win 24469, options [nop,nop,TS val 122885 ecr 4294866988,nop,nop,sack 1 {355573:365569},mptcp dss ack 3984773475], length 0
17:01:29.558427 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 354145, win 24469, options [nop,nop,TS val 122936 ecr 4294866988,nop,nop,sack 1 {355573:366997},mptcp dss ack 3984773475], length 0
17:01:29.600131 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 354145, win 24469, options [nop,nop,TS val 123145 ecr 4294866988,nop,nop,sack 1 {355573:368425},mptcp dss ack 3984773475], length 0
17:01:29.670551 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 354145, win 24469, options [nop,nop,TS val 123205 ecr 4294866988,nop,nop,sack 1 {355573:369853},mptcp dss ack 3984773475], length 0
17:01:29.722969 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 369853, win 24469, options [nop,nop,TS val 123258 ecr 4294868240,mptcp dss ack 3984773475], length 0
17:01:47.329595 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 619753, win 24252, options [nop,nop,TS val 140861 ecr 4294883708,nop,nop,sack 2 {665449:671161}{652597:664021},mptcp dss ack 3985437495], length 0
17:01:47.374876 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 619753, win 24252, options [nop,nop,TS val 140922 ecr 4294883708,nop,nop,sack 2 {665449:672589}{652597:664021},mptcp dss ack 3985437495], length 0
17:01:47.400691 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 619753, win 24252, options [nop,nop,TS val 140922 ecr 4294883708,nop,nop,sack 2 {665449:672589}{652597:664021},mptcp dss ack 3985437495], length 0
17:01:47.404621 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 619753, win 24252, options [nop,nop,TS val 140922 ecr 4294883708,nop,nop,sack 2 {665449:672589}{652597:664021},mptcp dss ack 3985437495], length 0
17:01:47.538094 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 619753, win 24252, options [nop,nop,TS val 141085 ecr 4294883708,nop,nop,sack 2 {665449:674017}{652597:664021},mptcp dss ack 3985437495], length 0
17:01:47.541627 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 619753, win 24252, options [nop,nop,TS val 141085 ecr 4294883708,nop,nop,sack 2 {665449:674017}{652597:664021},mptcp dss ack 3985437495], length 0
17:01:47.545273 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 619753, win 24252, options [nop,nop,TS val 141085 ecr 4294883708,nop,nop,sack 2 {665449:674017}{652597:664021},mptcp dss ack 3985437495], length 0
17:01:47.597315 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 619753, win 24252, options [nop,nop,TS val 141142 ecr 4294883708,nop,nop,sack 2 {652597:674017}{621181:651169},mptcp dss ack 3985437495], length 0
17:01:47.612325 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 619753, win 24252, options [nop,nop,TS val 141142 ecr 4294883708,nop,nop,sack 2 {652597:674017}{621181:651169},mptcp dss ack 3985437495], length 0
17:01:47.614241 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 619753, win 24252, options [nop,nop,TS val 141142 ecr 4294883708,nop,nop,sack 2 {652597:674017}{621181:651169},mptcp dss ack 3985437495], length 0
17:01:47.693193 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 619753, win 24252, options [nop,nop,TS val 141239 ecr 4294883708,nop,nop,sack 2 {675445:676873}{652597:674017},mptcp dss ack 3985437495], length 0
17:01:47.696267 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 619753, win 24252, options [nop,nop,TS val 141239 ecr 4294883708,nop,nop,sack 2 {675445:676873}{652597:674017},mptcp dss ack 3985437495], length 0
17:01:47.699551 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 619753, win 24252, options [nop,nop,TS val 141239 ecr 4294883708,nop,nop,sack 2 {675445:676873}{652597:674017},mptcp dss ack 3985437495], length 0
17:01:47.784098 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 619753, win 24252, options [nop,nop,TS val 141331 ecr 4294883708,nop,nop,sack 2 {675445:678301}{652597:674017},mptcp dss ack 3985437495], length 0
17:01:47.796266 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 619753, win 24252, options [nop,nop,TS val 141331 ecr 4294883708,nop,nop,sack 2 {675445:678301}{652597:674017},mptcp dss ack 3985437495], length 0
17:01:47.797917 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 619753, win 24252, options [nop,nop,TS val 141331 ecr 4294883708,nop,nop,sack 2 {675445:678301}{652597:674017},mptcp dss ack 3985437495], length 0
17:01:47.863249 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 619753, win 24252, options [nop,nop,TS val 141410 ecr 4294883708,nop,nop,sack 2 {675445:679729}{652597:674017},mptcp dss ack 3985437495], length 0
17:01:47.870510 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 619753, win 24252, options [nop,nop,TS val 141410 ecr 4294883708,nop,nop,sack 2 {675445:679729}{652597:674017},mptcp dss ack 3985437495], length 0
17:01:47.872109 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 619753, win 24252, options [nop,nop,TS val 141410 ecr 4294883708,nop,nop,sack 2 {675445:679729}{652597:674017},mptcp dss ack 3985437495], length 0
17:01:47.957550 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 619753, win 24252, options [nop,nop,TS val 141504 ecr 4294883708,nop,nop,sack 2 {675445:681157}{652597:674017},mptcp dss ack 3985437495], length 0
17:01:47.977804 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 619753, win 24252, options [nop,nop,TS val 141504 ecr 4294883708,nop,nop,sack 2 {675445:681157}{652597:674017},mptcp dss ack 3985437495], length 0
17:01:47.979280 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 619753, win 24252, options [nop,nop,TS val 141504 ecr 4294883708,nop,nop,sack 2 {675445:681157}{652597:674017},mptcp dss ack 3985437495], length 0
17:01:48.019395 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 619753, win 24252, options [nop,nop,TS val 141541 ecr 4294883708,nop,nop,sack 2 {675445:682585}{652597:674017},mptcp dss ack 3985437495], length 0
17:01:48.060863 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 619753, win 24252, options [nop,nop,TS val 141541 ecr 4294883708,nop,nop,sack 2 {675445:682585}{652597:674017},mptcp dss ack 3985437495], length 0
17:01:48.062548 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 619753, win 24252, options [nop,nop,TS val 141541 ecr 4294883708,nop,nop,sack 2 {675445:682585}{652597:674017},mptcp dss ack 3985437495], length 0
17:01:48.075877 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 619753, win 24252, options [nop,nop,TS val 141623 ecr 4294883708,nop,nop,sack 2 {675445:684013}{652597:674017},mptcp dss ack 3985437495], length 0
17:01:48.163531 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 619753, win 24252, options [nop,nop,TS val 141623 ecr 4294883708,nop,nop,sack 2 {675445:684013}{652597:674017},mptcp dss ack 3985437495], length 0
17:01:48.165865 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 619753, win 24252, options [nop,nop,TS val 141623 ecr 4294883708,nop,nop,sack 2 {675445:684013}{652597:674017},mptcp dss ack 3985437495], length 0
17:01:48.170132 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 674017, win 22875, options [nop,nop,TS val 141715 ecr 4294886684,nop,nop,sack 1 {675445:684013},mptcp dss ack 3985583151], length 0
17:01:48.213610 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 674017, win 22875, options [nop,nop,TS val 141715 ecr 4294886684,nop,nop,sack 1 {675445:684013},mptcp dss ack 3985583151], length 0
17:01:48.248385 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 674017, win 22875, options [nop,nop,TS val 141715 ecr 4294886684,nop,nop,sack 1 {675445:684013},mptcp dss ack 3985583151], length 0
17:01:48.249277 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 674017, win 24471, options [nop,nop,TS val 141774 ecr 4294886684,nop,nop,sack 1 {675445:685441},mptcp dss ack 3985583151], length 0
17:01:48.291296 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 674017, win 24471, options [nop,nop,TS val 141774 ecr 4294886684,nop,nop,sack 1 {675445:685441},mptcp dss ack 3985583151], length 0
17:01:48.303994 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 674017, win 24471, options [nop,nop,TS val 141774 ecr 4294886684,nop,nop,sack 1 {675445:685441},mptcp dss ack 3985583151], length 0
17:01:48.316151 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 685441, win 24471, options [nop,nop,TS val 141861 ecr 4294886836,mptcp dss ack 3985583151], length 0
17:01:48.372726 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 686869, win 24471, options [nop,nop,TS val 141913 ecr 4294886974,mptcp dss ack 3985583151], length 0
17:01:48.389716 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 685441, win 24471, options [nop,nop,TS val 141861 ecr 4294886836,mptcp dss ack 3985583151], length 0
17:01:48.392514 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 685441, win 24471, options [nop,nop,TS val 141861 ecr 4294886836,mptcp dss ack 3985583151], length 0
17:01:48.445781 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 686869, win 24471, options [nop,nop,TS val 141913 ecr 4294886974,mptcp dss ack 3985583151], length 0
17:01:48.467829 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 688297, win 24471, options [nop,nop,TS val 142014 ecr 4294887074,mptcp dss ack 3985583151], length 0
17:01:48.472509 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 686869, win 24471, options [nop,nop,TS val 141913 ecr 4294886974,mptcp dss ack 3985583151], length 0
17:01:48.507371 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 688297, win 24471, options [nop,nop,TS val 142014 ecr 4294887074,mptcp dss ack 3985583151], length 0
17:01:48.520825 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 688297, win 24471, options [nop,nop,TS val 142014 ecr 4294887074,mptcp dss ack 3985583151], length 0
17:01:48.563377 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 689725, win 24471, options [nop,nop,TS val 142110 ecr 4294887201,mptcp dss ack 3985583151], length 0
17:01:48.582603 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 689725, win 24471, options [nop,nop,TS val 142110 ecr 4294887201,mptcp dss ack 3985583151], length 0
17:01:48.604604 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 689725, win 24471, options [nop,nop,TS val 142110 ecr 4294887201,mptcp dss ack 3985583151], length 0
17:01:48.659267 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 691153, win 24471, options [nop,nop,TS val 142206 ecr 4294887224,mptcp dss ack 3985583151], length 0
17:01:48.663924 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 691153, win 24471, options [nop,nop,TS val 142206 ecr 4294887224,mptcp dss ack 3985583151], length 0
17:01:48.671400 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 691153, win 24471, options [nop,nop,TS val 142206 ecr 4294887224,mptcp dss ack 3985583151], length 0
17:01:48.725790 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 692581, win 24471, options [nop,nop,TS val 142272 ecr 4294887331,mptcp dss ack 3985583151], length 0
17:01:48.731060 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 692581, win 24471, options [nop,nop,TS val 142272 ecr 4294887331,mptcp dss ack 3985583151], length 0
17:01:48.741735 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 692581, win 24471, options [nop,nop,TS val 142272 ecr 4294887331,mptcp dss ack 3985583151], length 0
17:01:48.812605 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 694009, win 24471, options [nop,nop,TS val 142358 ecr 4294887383,mptcp dss ack 3985583151], length 0
17:01:48.847178 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 694009, win 24471, options [nop,nop,TS val 142358 ecr 4294887383,mptcp dss ack 3985583151], length 0
17:01:48.864279 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 694009, win 24471, options [nop,nop,TS val 142358 ecr 4294887383,mptcp dss ack 3985583151], length 0
17:01:48.902210 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 695437, win 24471, options [nop,nop,TS val 142448 ecr 4294887383,mptcp dss ack 3985583151], length 0
17:01:48.921243 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 695437, win 24471, options [nop,nop,TS val 142448 ecr 4294887383,mptcp dss ack 3985583151], length 0
17:01:48.933792 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 695437, win 24471, options [nop,nop,TS val 142448 ecr 4294887383,mptcp dss ack 3985583151], length 0
17:01:48.984450 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 696865, win 24471, options [nop,nop,TS val 142530 ecr 4294887476,mptcp dss ack 3985583151], length 0
17:01:48.986001 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 696865, win 24471, options [nop,nop,TS val 142530 ecr 4294887476,mptcp dss ack 3985583151], length 0
17:01:49.003514 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 696865, win 24471, options [nop,nop,TS val 142530 ecr 4294887476,mptcp dss ack 3985583151], length 0
17:01:49.058638 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 698293, win 24471, options [nop,nop,TS val 142605 ecr 4294887529,mptcp dss ack 3985583151], length 0
17:01:49.073012 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 698293, win 24471, options [nop,nop,TS val 142605 ecr 4294887529,mptcp dss ack 3985583151], length 0
17:01:49.083729 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 698293, win 24471, options [nop,nop,TS val 142605 ecr 4294887529,mptcp dss ack 3985583151], length 0
17:01:49.170901 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 699721, win 24471, options [nop,nop,TS val 142717 ecr 4294887529,mptcp dss ack 3985583151], length 0
17:01:49.189314 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 699721, win 24471, options [nop,nop,TS val 142717 ecr 4294887529,mptcp dss ack 3985583151], length 0
17:01:49.191109 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 699721, win 24471, options [nop,nop,TS val 142717 ecr 4294887529,mptcp dss ack 3985583151], length 0
17:01:49.238285 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 701149, win 24471, options [nop,nop,TS val 142785 ecr 4294887610,mptcp dss ack 3985583151], length 0
17:01:49.282998 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 701149, win 24471, options [nop,nop,TS val 142785 ecr 4294887610,mptcp dss ack 3985583151], length 0
17:01:49.287748 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 701149, win 24471, options [nop,nop,TS val 142785 ecr 4294887610,mptcp dss ack 3985583151], length 0
17:01:49.333661 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 702577, win 24471, options [nop,nop,TS val 142880 ecr 4294887659,mptcp dss ack 3985583151], length 0
17:01:49.335235 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 702577, win 24471, options [nop,nop,TS val 142880 ecr 4294887659,mptcp dss ack 3985583151], length 0
17:01:49.337061 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 702577, win 24471, options [nop,nop,TS val 142880 ecr 4294887659,mptcp dss ack 3985583151], length 0
17:01:49.401418 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 704005, win 24471, options [nop,nop,TS val 142946 ecr 4294887743,mptcp dss ack 3985583151], length 0
17:01:49.421360 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 704005, win 24471, options [nop,nop,TS val 142946 ecr 4294887743,mptcp dss ack 3985583151], length 0
17:01:49.425220 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 704005, win 24471, options [nop,nop,TS val 142946 ecr 4294887743,mptcp dss ack 3985583151], length 0
17:01:49.482908 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 705433, win 24471, options [nop,nop,TS val 143029 ecr 4294887811,mptcp dss ack 3985583151], length 0
17:01:49.484051 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 705433, win 24471, options [nop,nop,TS val 143029 ecr 4294887811,mptcp dss ack 3985583151], length 0
17:01:49.485446 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 705433, win 24471, options [nop,nop,TS val 143029 ecr 4294887811,mptcp dss ack 3985583151], length 0
17:01:49.597337 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 708289, win 24070, options [nop,nop,TS val 143145 ecr 4294887880,mptcp dss ack 3985608855], length 0
17:01:49.598968 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 708289, win 24070, options [nop,nop,TS val 143145 ecr 4294887880,mptcp dss ack 3985608855], length 0
17:01:49.601990 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 708289, win 24070, options [nop,nop,TS val 143145 ecr 4294887880,mptcp dss ack 3985608855], length 0
17:01:49.700466 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 708289, win 24070, options [nop,nop,TS val 143247 ecr 4294887880,nop,nop,sack 1 {709717:711145},mptcp dss ack 3985608855], length 0
17:01:49.701925 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 708289, win 24070, options [nop,nop,TS val 143247 ecr 4294887880,nop,nop,sack 1 {709717:711145},mptcp dss ack 3985608855], length 0
17:01:49.718393 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 708289, win 24070, options [nop,nop,TS val 143247 ecr 4294887880,nop,nop,sack 1 {709717:711145},mptcp dss ack 3985608855], length 0
17:01:49.780035 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 708289, win 24070, options [nop,nop,TS val 143325 ecr 4294887880,nop,nop,sack 1 {709717:712573},mptcp dss ack 3985608855], length 0
17:01:49.806977 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 708289, win 24070, options [nop,nop,TS val 143325 ecr 4294887880,nop,nop,sack 1 {709717:712573},mptcp dss ack 3985608855], length 0
17:01:49.812366 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 708289, win 24070, options [nop,nop,TS val 143325 ecr 4294887880,nop,nop,sack 1 {709717:712573},mptcp dss ack 3985608855], length 0
17:01:49.846771 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 708289, win 24070, options [nop,nop,TS val 143392 ecr 4294887880,nop,nop,sack 1 {709717:714001},mptcp dss ack 3985608855], length 0
17:01:49.902427 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 708289, win 24070, options [nop,nop,TS val 143392 ecr 4294887880,nop,nop,sack 1 {709717:714001},mptcp dss ack 3985608855], length 0
17:01:49.903916 IP 112.26.0.1.targus-getdata1 > 112.26.0.8.36628: Flags [.], ack 708289, win 24070, options [nop,nop,TS val 143392 ecr 4294887880,nop,nop,sack 1 {709717:714001},mptcp dss ack 3985608855], length 0
